Player_ID,Name,DOB,Salary,Goals,Club_Name
3149,Caleb Okoli,2001-07-13,,1,Leicester
3150,Manuel Galán,1998-06-06,,0,Huesca
3151,Juan Berrocal,1999-02-05,,0,Getafe
3152,José Alonso Lara,2000-03-07,,0,Betis
3153,Javi Vázquez,2000-09-24,,0,Sevilla
3154,Khanya Leshabela,1999-09-18,,0,Leicester
3155,Calvin Bassey,1999-12-31,,3,Fulham
3156,João Moutinho,1998-01-12,,0,Spezia
3157,Nicolás Fonseca,1998-10-19,,0,
3158,Mostafa Mohamed,1997-11-28,,24,Nantes
3159,Jesús Rodríguez,1998-02-11,,0,Granada
3160,Brooklyn Lyons-Foster,2000-12-01,,0,Tottenham
3161,Franz Stolz,2001-02-14,,0,Genoa
3162,Gustav Isaksen,2001-04-19,,7,Lazio
3163,Lorenzo Avogadri,2001-08-21,,0,Sampdoria
3164,Lucas Chevalier,2001-11-06,,0,Paris SG
3165,Benoît Badiashile,2001-03-26,,7,Chelsea
3166,Bafodé Diakité,2001-01-06,,14,Bournemouth
3167,Yann Gboho,2001-01-14,,17,Toulouse
3168,Khéphren Thuram,2001-03-26,,15,Juventus
3169,Willem Geubbels,2001-08-16,,6,
3170,Oumar Solet,2000-02-07,,4,Udinese
3171,Luca Gemello,2000-07-03,,0,Torino
3172,Filip Stojilkovic,2000-01-04,,0,
3173,Ivan Nekic,2000-12-24,,0,Holstein Kiel
3174,Daniel Dumbravanu,2001-07-22,,0,Genoa
3175,Torbjørn Heggem,1999-01-12,,0,Bologna
3176,Marco Ballarini,2001-03-28,,0,Udinese
3177,Allan Tchaptchet,2001-12-21,,0,Southampton
3178,Djordje Petrovic,1999-10-08,,0,Bournemouth
3179,Dimitrije Kamenovic,2000-07-16,,0,Lazio
3180,Jayden Bogle,2000-07-27,,6,Leeds
3181,Stefan Bajic,2001-12-23,,0,Strasbourg
3182,Ander Guevara,1997-07-07,,3,Alaves
3183,Juan Brunetta,1997-05-12,,1,Parma
3184,Dorian Ciezkowski,2001-03-22,,0,Cremonese
3185,Karamoko Dembélé,2003-02-22,,0,Brest
3186,Arnau Tenas,2001-05-30,,0,Villarreal
3187,Eric García,2001-01-09,,9,Barcelona
3188,Sergi Altimira,2001-08-25,,2,Betis
3189,Adrián Bernabé,2001-05-26,,4,Parma
3190,Nico González,2002-01-03,,5,Man City
3191,Álvaro Sanz,2001-02-14,,0,Barcelona
3192,Adrià Altimira,2001-03-28,,0,Leganes
3193,Ansu Fati,2002-10-31,,32,Monaco
3194,Mahmoud Jaber,1999-10-05,,0,St Etienne
3195,Dennis Borkowski,2002-01-26,,0,RB Leipzig
3196,Rocco Reitz,2002-05-29,,8,M'gladbach
3197,Malik Tillman,2002-05-28,,0,Leverkusen
3198,Armel Bella-Kotchap,2001-12-11,,0,Verona
3199,Lyle Foster,2000-09-03,,8,Burnley
3200,Cristian Cásseres Jr.,2000-01-20,,3,Toulouse
3201,Youssoufa Moukoko,2004-11-20,,19,Nice
3202,Samuele Ricci,2001-08-21,,6,Milan
3203,Luca Belardinelli,2001-03-14,,0,Empoli
3204,Ben Johnson,2000-01-24,,3,Ipswich
3205,Jens Cajuste,1999-08-10,,6,Ipswich
3206,Joe Aribo,1996-07-21,,5,Leicester
3207,Daniel Peretz,2000-07-10,,0,Southampton
3208,Neyder Lozano,1994-03-04,,0,Granada
3209,Nathan Collins,2001-04-30,,6,Brentford
3210,Gavin Kilkenny,2000-02-01,,0,Bournemouth
3211,Yvan Neyou,1997-01-03,,2,Leganes
3212,Nik Prelec,2001-06-10,,0,Sampdoria
3213,David Zec,2000-01-05,,2,Holstein Kiel
3214,Marcos Senesi,1997-05-10,,6,Bournemouth
3215,David Neres,1997-03-03,,5,Napoli
3216,Ulysses Llanez,2001-04-02,,0,Wolfsburg
3217,Noah Katterbach,2001-04-13,,0,
3218,Jacob Brown,1998-04-10,,2,Luton
3219,Ransford Königsdörffer,2001-09-13,,4,
3220,Jayden Braaf,2002-08-31,,1,Verona
3221,Kenneth Taylor,2002-05-16,,1,Lazio
3222,Clinton Mola,2001-03-15,,0,Stuttgart
3223,Paris Maghoma,2001-05-08,,0,Brentford
3224,Ben Cottrell,2001-10-31,,0,Arsenal
3225,Brennan Johnson,2001-05-23,,26,Crystal Palace
3226,Denis Genreau,1999-05-21,,0,Toulouse
3227,Ivan Ilić,2001-03-17,,9,Torino
3228,Niklas Tauer,2001-02-17,,0,Mainz
3229,Florian Schock,2001-05-22,,0,Stuttgart
3230,Marvin Pieringer,1999-10-04,,12,Heidenheim
3231,Alfie McCalmont,2000-03-25,,0,Leeds
3232,Javi Martínez,1999-12-22,,2,Osasuna
3233,Tom Berger,2001-07-31,,0,Werder Bremen
3234,Max Geschwill,2001-07-07,,1,Holstein Kiel
3235,Jonas Michelbrink,2001-06-23,,0,Hertha
3236,Oliver Christensen,1999-03-22,,0,Fiorentina
3237,Mamadou Coulibaly,1999-02-03,,2,Salernitana
3238,Salvatore Boccia,2001-06-06,,0,Cagliari
3239,Felix Irorere,2002-06-21,,0,Ein Frankfurt
3240,Jannis Lang,2002-07-12,,0,Wolfsburg
3241,Lilian Egloff,2002-08-20,,0,Stuttgart
3242,Mika Schroers,2002-02-04,,0,M'gladbach
3243,Jan Thielmann,2002-05-26,,11,FC Koln
3244,Reece James,1999-12-08,,8,Chelsea
3245,Kevin Schade,2001-11-27,,25,Brentford
3246,Regan Slater,1999-09-11,,0,Sheffield United
3247,Brian Brobbey,2002-02-01,,5,
3248,Thomas Battistella,2001-07-29,,0,Udinese
3249,Hugo Magnetti,1998-05-30,,5,Brest
3250,Crysencio Summerville,2001-10-30,,10,West Ham
3251,Facundo Medina,1999-05-28,,6,Marseille
3252,Kiernan Dewsbury-Hall,1998-09-06,,9,Everton
3253,Matteo Tramoni,2000-01-20,,2,
3254,Wesley Fofana,2000-12-17,,2,Chelsea
3255,Sorba Thomas,1999-01-25,,1,
3256,Josko Gvardiol,2002-01-23,,14,Man City
3257,Lucas Dias,1999-05-22,,0,Nimes
3258,Steven Alzate,1998-09-08,,1,Brighton
3259,Emerson Royal,1999-01-14,,8,Milan
3260,Renan Lodi,1998-04-08,,4,Marseille
3261,Dominic Schmidt,2001-03-12,,0,Augsburg
3262,Christian Pastina,2001-02-15,,0,Benevento
3263,Manuel Ugarte,2001-04-11,,1,Man United
3264,Aron Dønnum,1998-04-20,,6,Toulouse
3265,Melayro Bogarde,2002-05-28,,0,Hoffenheim
3266,Bryan Lasme,1998-11-14,,2,Bielefeld
3267,Emanuele Zuelli,2001-11-22,,0,Juventus
3268,Aaron Wan-Bissaka,1997-11-26,,4,West Ham
3269,Ousoumane Camara,1998-12-19,,0,Auxerre
3270,Matis Carvalho,1999-04-28,,0,Montpellier
3271,Ryan Gravenberch,2002-05-16,,5,Liverpool
3272,Tiago Gouveia,2001-06-18,,0,Nice
3273,Félix Correia,2001-01-22,,3,Lille
3274,Eberechi Eze,1998-06-29,,34,Arsenal
3275,Lloyd Kelly,1998-10-06,,1,Juventus
3276,Ronald Araujo,1999-03-07,,10,Barcelona
3277,Luis Díaz,1997-01-13,,44,Bayern Munich
3278,Finn Azaz,2000-09-07,,0,Southampton
3279,Lisandro Martínez,1998-01-18,,3,Man United
3280,Juan Foyth,1998-01-12,,5,Villarreal
3281,Miguel de la Fuente,1999-09-03,,2,Leganes
3282,Miguel Atienza,1999-05-27,,0,Eibar
3283,Ander Iru,1998-08-22,,0,Ath Bilbao
3284,Emilio Bernad,1999-09-22,,0,Valencia
3285,Chris Mepham,1997-11-05,,1,West Brom
3286,Marcos André,1996-10-20,,7,Valladolid
3287,Alessandro Russo,2001-03-31,,0,Sassuolo
3288,Koffi Kouao,1998-05-20,,2,Metz
3289,Christos Mandas,2001-09-17,,0,Bournemouth
3290,Sotiris Alexandropoulos,2001-11-26,,0,
3291,Andrea Carboni,2001-02-04,,1,Monza
3292,Gianluca Contini,2001-06-18,,0,Cagliari
3293,Antonios Papadopoulos,1999-09-10,,0,Dortmund
3294,Simone Rabbi,2001-10-30,,0,Bologna
3295,David Strelec,2001-04-04,,1,
3296,Belmin Dizdarevic,2001-08-09,,0,Montpellier
3297,Josip Stanisic,2000-04-02,,6,Bayern Munich
3298,Djed Spence,2000-08-09,,1,Tottenham
3299,Akim Abdallah,1997-08-18,,0,
3300,Antonio Perera,1997-06-08,,0,Alaves
3301,Leon Dajaku,2001-04-12,,0,Union Berlin
3302,Matty Longstaff,2000-03-21,,2,Newcastle
3303,Kell Watts,1999-11-03,,0,Newcastle
3304,Jeremie Frimpong,2000-12-10,,23,Liverpool
3305,Taylor Richards,2000-12-04,,0,Brighton
3306,Gabriel Barès,2000-08-29,,0,Montpellier
3307,Ibrahim Sissoko,1995-11-27,,3,St Etienne
3308,Logan Costa,2001-04-01,,3,Villarreal
3309,Aïmen Moueffek,2001-04-09,,0,St Etienne
3310,Ulrick Eneme-Ella,2001-05-22,,0,Angers
3311,Ki-Jana Hoever,2002-01-18,,1,Auxerre
3312,Ian Maatsen,2002-03-10,,3,Aston Villa
3313,Amadou Onana,2001-08-16,,9,Aston Villa
3314,Thomas Keller,1999-08-05,,0,Heidenheim
3315,Benrandy Abdallah,1999-07-01,,0,Troyes
3316,Lilian Brassier,1999-11-02,,6,Rennes
3317,Calvin Bombo,1999-01-18,,0,Troyes
3318,Pape Gueye,1999-01-24,,13,Villarreal
3319,Nicolas Cozza,1999-01-08,,6,Nantes
3320,Nico González,1998-04-06,,39,Ath Madrid
3321,Maarten Vandevoordt,2002-02-26,,0,RB Leipzig
3322,Jérémy Doku,2002-05-27,,17,Man City
3323,Jake Walker,2000-11-03,,0,Aston Villa
3324,Jakub Stolarczyk,2000-12-19,,0,Leicester
3325,Harpreet Ghotra,2003-01-17,,0,Ein Frankfurt
3326,Edo Kayembe,1998-06-03,,0,Watford
3327,Musa Barrow,1998-11-14,,30,Bologna
3328,Liam Millar,1999-09-27,,0,
3329,Pedro Neto,2000-03-09,,15,Chelsea
3330,Vitinha,2000-02-13,,15,Paris SG
3331,Francisco Conceição,2002-12-14,,6,Juventus
3332,Alberto Soro,1999-03-09,,1,Granada
3333,Manuel Gasparini,2002-05-19,,0,Udinese
3334,Christian Dalle Mura,2002-02-02,,0,Fiorentina
3335,Alessandro Pio Riccio,2002-02-06,,0,Juventus
3336,Simone Panada,2002-06-02,,0,Atalanta
3337,Niccolò Squizzato,2002-01-07,,0,Inter
3338,Simone Trimboli,2002-04-19,,0,Sampdoria
3339,Lorenzo Colombo,2002-03-08,,21,Genoa
3340,Guillaume Renault,2002-03-17,,0,Atalanta
3341,Oladapo Afolayan,1997-09-11,,3,St Pauli
3342,Randal Kolo Muani,1998-12-05,,54,Tottenham
3343,Matthias Braunöder,2002-03-27,,0,Como
3344,Kaur Kivila,2003-11-22,,0,Verona
3345,Conor Gallagher,2000-02-06,,15,Tottenham
3346,Jesús Areso,1999-07-02,,1,Ath Bilbao
3347,Siriki Dembélé,1996-09-07,,0,Bournemouth
3348,Magnus Kofod Andersen,1999-05-10,,1,Venezia
3349,Martin Frese,1998-01-04,,2,Verona
3350,Hákon Valdimarsson,2001-10-13,,0,Brentford
3351,Thórir Jóhann Helgason,2000-09-28,,0,Lecce
3352,Ao Tanaka,1998-09-10,,2,Leeds
3353,Filippo Ranocchia,2001-05-14,,1,Empoli
3354,Ibrahima Koné,1999-06-16,,12,Almeria
3355,Ismaila Coulibaly,2000-12-25,,0,Sheffield United
3356,Enock Mwepu,1998-01-01,,2,Brighton
3357,Koni De Winter,2002-06-12,,4,Milan
3358,Ibrahima Niane,1999-03-11,,19,Angers
3359,Momo Mbaye,1998-06-28,,0,Cadiz
3360,Ignace Van der Brempt,2002-04-01,,0,Como
3361,Krépin Diatta,1999-02-25,,6,Monaco
3362,Seid Korac,2001-10-20,,0,Venezia
3363,Lucas Bergström,2002-09-05,,0,Mallorca
3364,Lasse Rieß,2001-07-27,,0,Mainz
3365,Lukas Klitten,2000-05-01,,0,Frosinone
3366,Juan Peñaloza,2000-05-03,,0,Huesca
3367,Jackson Porozo,2000-08-04,,2,Leganes
3368,Franco Israel,2000-04-22,,0,Torino
3369,Marco Frigerio,2001-07-16,,0,Milan
3370,Daniel Muñoz,1996-05-26,,7,Crystal Palace
3371,Karl Hein,2002-04-13,,0,Werder Bremen
3372,Mattia Viti,2002-01-24,,3,Empoli
3373,Luca Bazzoli,2000-11-01,,0,Stuttgart
3374,Noah Jean Holm,2001-05-23,,0,Reims
3375,Andy Pelmard,2000-03-12,,0,Lecce
3376,Wilson Isidor,2000-08-27,,4,
3377,Liam Hughes,2001-08-19,,0,Liverpool
3378,Marco Raina,2002-05-25,,0,Juventus
3379,Mickaël Nadé,1999-03-04,,2,St Etienne
3380,Jorge Cuenca,1999-11-17,,4,Fulham
3381,Nathan Bishop,1999-10-15,,0,Man United
3382,Álvaro García,2000-06-01,,0,Espanol
3383,Antonio Blanco,2000-07-23,,1,Alaves
3384,Moha Moukhliss,2000-02-06,,0,Valladolid
3385,Víctor Chust,2000-03-05,,1,
3386,Álvaro Fernández,2000-04-10,,0,Celta
3387,Hugo Guillamón,2000-01-31,,4,Valencia
3388,William Saliba,2001-03-24,,7,Arsenal
3389,Lucas Da Cunha,2001-06-09,,8,Como
3390,Taichi Hara,1999-05-05,,0,St Pauli
3391,Andrias Edmundsson,2000-12-18,,0,Verona
3392,Dion Sanderson,1999-12-15,,0,Wolves
3393,Karim Adeyemi,2002-01-18,,22,Dortmund
3394,Tyrone Tormin,2001-06-29,,0,St Etienne
3395,Ben Cabango,2000-05-30,,0,
3396,Elliot Thorpe,2000-11-09,,0,Luton
3397,Montassar Talbi,1998-05-26,,1,Lorient
3398,Emil Holm,2000-05-13,,4,Juventus
3399,Juan José Perea,2000-02-23,,1,Stuttgart
3400,Edon Zhegrova,1999-03-31,,15,Juventus
3401,Nicolás Domínguez,1998-06-28,,7,Nott'm Forest
3402,Federico Artioli,2001-06-12,,0,Sassuolo
3403,David Carmo,1999-07-19,,1,
3404,Jean Freddi Greco,2001-02-12,,0,Torino
3405,Nicolas Glaus,2002-05-10,,0,Stuttgart
3406,Leonardo Moleri,2002-01-18,,0,Milan
3407,Dion Pereira,1999-03-25,,0,Luton
3408,Pavel Sulc,2000-12-29,,10,Lyon
3409,Chidera Ejuke,1998-01-02,,3,Sevilla
3410,Laurens Serpe,2001-02-07,,0,Genoa
3411,Pepe Sánchez,2000-03-02,,0,Granada
3412,Mattia Novella,2001-01-25,,0,Lazio
3413,Evann Guessand,2001-07-01,,23,Crystal Palace
3414,Ákos Onódi,2001-09-02,,0,Aston Villa
3415,Adrià Pedrosa,1998-05-13,,5,
3416,Koki Saito,2001-08-10,,0,
3417,Aji Alese,2001-01-17,,0,West Ham
3418,Taylor Perry,2001-07-15,,0,Wolves
3419,Samuele Vitale,2002-08-20,,0,Sassuolo
3420,Enzo Valentim,2000-09-11,,0,Reims
3421,Khvicha Kvaratskhelia,2001-02-12,,36,Paris SG
3422,Giorgi Mamardashvili,2000-09-29,,0,Liverpool
3423,Luka Sucic,2002-09-08,,2,Sociedad
3424,Riccardo Calafiori,2002-05-19,,4,Arsenal
3425,Isak Hien,1999-01-13,,1,Atalanta
3426,Paul Nebel,2002-10-10,,12,Mainz
3427,Reece Hannam,2000-09-11,,0,Crystal Palace
3428,Min-jae Kim,1996-11-15,,6,Bayern Munich
3429,Aboubakar Sidibé,1996-05-03,,0,Clermont
3430,Rhys Williams,2001-02-03,,0,Liverpool
3431,Neco Williams,2001-04-13,,2,Nott'm Forest
3432,Anthony Driscoll-Glennon,1999-11-26,,0,Burnley
3433,Dan Ballard,1999-09-22,,2,
3434,Tobi Omole,1999-12-17,,0,Tottenham
3435,Anthony Gordon,2001-02-24,,30,Newcastle
3436,Morgan Rogers,2002-07-26,,19,Aston Villa
3437,Jacob Ramsey,2001-05-28,,16,Newcastle
3438,Dominic Revan,2000-09-19,,0,Aston Villa
3439,James Hillson,2001-01-14,,0,Arsenal
3440,Arthur Okonkwo,2001-09-09,,0,Arsenal
3441,Folarin Balogun,2001-07-03,,40,Monaco
3442,Jeremy Ngakia,2000-09-07,,0,Watford
3443,Albert Grønbaek,2001-05-23,,2,
3444,Morten Frendrup,2001-04-07,,5,Genoa
3445,Aster Vranckx,2002-10-04,,2,Sassuolo
3446,Senne Lammens,2002-07-07,,0,Man United
3447,Dynel Simeu,2002-03-13,,0,Southampton
3448,Taylor Harwood-Bellis,2002-01-30,,1,Southampton
3449,Joe Gelhardt,2002-05-04,,2,Leeds
3450,Tino Livramento,2002-11-12,,2,Newcastle
3451,Noni Madueke,2002-03-10,,15,Arsenal
3452,Alex Mighten,2002-04-11,,0,Nott'm Forest
3453,Nathan Wood,2002-05-31,,0,Southampton
3454,Yunus Musah,2002-11-29,,2,Atalanta
3455,Daniel Barden,2001-01-02,,0,Norwich
3456,Jamie Bowden,2001-07-09,,0,Tottenham
3457,Tiago Ribeiro,2002-03-14,,0,Valencia
3458,Famana Quizera,2002-04-25,,0,M'gladbach
3459,George Bello,2002-01-22,,0,Bielefeld
3460,Tariq Lamptey,2000-09-30,,3,Fiorentina
3461,Joe Scally,2002-12-31,,3,M'gladbach
3462,Gianluca Busio,2002-05-28,,3,Venezia
3463,Giovanni Reyna,2002-11-13,,15,M'gladbach
3464,Kyle John,2001-02-13,,0,Everton
3465,Ryan Giles,2000-01-26,,0,Luton
3466,Gian Marco Crespi,2001-06-28,,0,Juventus
3467,Kaoru Mitoma,1997-05-20,,22,Brighton
3468,John McAtee,1999-07-23,,0,Luton
3469,Ben Winterbottom,2001-07-16,,0,Brentford
3470,Luke Thomas,2001-06-10,,1,Leicester
3471,James Garner,2001-03-13,,3,Everton
3472,César Gelabert,2000-10-31,,1,Toulouse
3473,Diego Pampín,2000-03-15,,0,Levante
3474,Asier Córdoba,2000-03-31,,0,Osasuna
3475,Louie Watson,2001-06-07,,0,Luton
3476,Fábio Silva,2002-07-19,,15,Dortmund
3477,Víctor Mollejo,2001-01-21,,0,Ath Madrid
3478,Sergio Camello,2001-02-10,,13,Vallecano
3479,Amine Bassi,1997-11-27,,0,Metz
3480,Flynn Downes,1999-01-20,,1,Southampton
3481,Edu Expósito,1996-08-01,,7,Espanol
3482,Josh Bowler,1999-03-05,,0,Nott'm Forest
3483,David Flakus Bosilj,2002-02-01,,0,Verona
3484,Žan Vipotnik,2002-03-18,,0,
3485,James Olayinka,2000-10-05,,0,Arsenal
3486,Nathan Ferguson,2000-10-06,,0,Crystal Palace
3487,Fabian Rieder,2002-02-16,,5,Augsburg
3488,Leonidas Stergiou,2002-03-03,,2,Heidenheim
3489,Alexandre Jankewitz,2001-12-25,,0,Southampton
3490,Darian Males,2001-05-03,,0,Genoa
3491,Simon Sohm,2001-04-11,,5,Bologna
3492,Felix Mambimbi,2001-01-18,,1,Le Havre
3493,Brandon Williams,2000-09-03,,1,Man United
3494,Emil Konradsen Ceide,2001-09-03,,0,Sassuolo
3495,Solomon Bonnah,2003-08-19,,0,RB Leipzig
3496,Dylan Chambost,1997-08-19,,0,Troyes
3497,Federico Gatti,1998-06-24,,7,Juventus
3498,Mattéo Ahlinvi,1999-07-02,,2,Nimes
3499,Lévi Ntumba,2001-01-12,,0,Dijon
3500,Ryan Bouallak,1999-08-19,,0,Troyes
3501,Claudio Medina,1993-09-04,,0,
3502,Álex Suárez,1993-03-18,,2,Las Palmas
3503,Manu Fuster,1997-10-22,,2,Las Palmas
3504,Jomaine Consbruch,2002-01-26,,0,Bielefeld
3505,Ellis Simms,2001-01-05,,1,Everton
3506,Jackson Smith,2001-10-14,,0,Wolves
3507,Lasse Rosenboom,2002-01-19,,2,Holstein Kiel
3508,Malcolm Ebiowei,2003-09-04,,0,Crystal Palace
3509,Luis Sinisterra,1999-06-17,,8,Bournemouth
3510,Maïdine Douane,2002-08-23,,0,Metz
3511,Antonio Sánchez,1997-04-22,,4,Mallorca
3512,Jesper Lindstrøm,2000-02-29,,12,Wolfsburg
3513,Aidan Morris,2001-11-16,,0,
3514,Juan Flere,1998-05-12,,0,Cadiz
3515,Quilindschy Hartman,2001-11-14,,0,Burnley
3516,Oliver Sørensen,2002-03-10,,1,Parma
3517,Jacob Christensen,2001-06-25,,0,FC Koln
3518,Trai Hume,2002-03-18,,0,
3519,Henri Koudossou,1999-09-03,,0,Augsburg
3520,Bremer,1997-03-18,,21,Juventus
3521,Óscar Valentín,1994-08-20,,2,Vallecano
3522,Aihen Muñoz,1997-08-16,,0,Sociedad
3523,Jérémy Blasco,1999-02-12,,0,Sociedad
3524,Matheus Cunha,1999-05-27,,56,Man United
3525,Jamie Leweling,2001-02-26,,19,Stuttgart
3526,Largie Ramazani,2001-02-27,,10,Valencia
3527,Paul Tschernuth,2002-01-20,,0,Heidenheim
3528,Lorenzo Bertini,2001-08-17,,0,Verona
3529,Jabez Makanda,2001-08-08,,0,Ein Frankfurt
3530,Noel Niemann,1999-11-14,,0,Bielefeld
3531,Mehdi Loune,2004-05-14,,0,Ein Frankfurt
3532,Livan Burcu,2004-09-28,,0,Union Berlin
3533,Moïse Sakava,2000-12-26,,0,Reims
3534,Iago,1997-03-23,,5,Augsburg
3535,Fali Candé,1998-01-24,,1,Sassuolo
3536,Bruno Guimarães,1997-11-16,,33,Newcastle
3537,Jensen Weir,2002-01-31,,0,Brighton
3538,José Copete,1999-10-10,,2,Valencia
3539,Conor Noß,2001-01-01,,0,M'gladbach
3540,Santiago Arzamendia,1998-05-05,,1,Cadiz
3541,Walid Cheddira,1998-01-22,,9,Lecce
3542,Tim-Justin Dietrich,2002-11-08,,0,Werder Bremen
3543,Brooklyn Ezeh,2001-06-23,,0,Schalke 04
3544,Lion Semic,2003-09-13,,0,Dortmund
3545,Malick Thiaw,2001-08-08,,5,Newcastle
3546,Georg Strauch,2001-03-30,,0,FC Koln
3547,Marvin Obuz,2002-01-25,,0,FC Koln
3548,Jaime Alvarado,1999-07-26,,0,Watford
3549,Connor Metcalfe,1999-11-05,,0,St Pauli
3550,Luca Denk,2003-03-02,,0,Bayern Munich
3551,Lasse Günther,2003-03-21,,0,Augsburg
3552,Jamie Lawrence,2002-11-10,,0,Bayern Munich
3553,Ben Lhassine Kone,2000-03-14,,0,Como
3554,Taty Castellanos,1998-10-03,,31,West Ham
3555,Anastasios Douvikas,1999-08-02,,22,Como
3556,Gabriel Haider,2002-06-18,,0,Hoffenheim
3557,Sergio López,1999-04-08,,0,Valladolid
3558,Dani Vivian,1999-07-05,,7,Ath Bilbao
3559,Oier Zarraga,1999-01-04,,4,Udinese
3560,Luca Netz,2003-05-15,,2,Nott'm Forest
3561,Fisnik Asllani,2002-08-08,,8,Hoffenheim
3562,Sami Ben Amar,1998-03-02,,0,Nimes
3563,Nicolas Galazzi,2000-12-18,,0,Venezia
3564,Roger Ibañez,1998-11-23,,6,Roma
3565,Álex Domínguez,1998-07-30,,0,Toulouse
3566,Franklin Wadja,1995-05-01,,0,Lorient
3567,Goduine Koyalipou,2000-02-15,,5,Angers
3568,Grégoire Coudert,1999-04-03,,0,Brest
3569,Maximilian Kilman,1997-05-23,,3,West Ham
3570,Carlos Vinícius,1995-03-25,,10,Fulham
3571,Miguel Gutiérrez,2001-07-27,,6,Napoli
3572,Horațiu Moldovan,1998-01-20,,0,
3573,Pathé Ciss,1994-03-16,,10,Vallecano
3574,Francesco Donati,2001-01-20,,0,Empoli
3575,Nicolò Rovella,2001-12-04,,1,Lazio
3576,Kervin Arriaga,1998-01-05,,1,Levante
3577,Dennis Stojkovic,2002-08-03,,0,Torino
3578,Karlo Ziger,2001-05-11,,0,Chelsea
3579,Elias Saad,1999-12-27,,3,
3580,Noah Atubolu,2002-05-25,,0,Freiburg
3581,Joshua Tenkorang,2000-05-26,,0,Cremonese
3582,Falko Michel,2001-01-14,,0,Stuttgart
3583,Kenneth Schmidt,2002-06-03,,0,Freiburg
3584,Manu Vallejo,1997-02-14,,8,Girona
3585,Luke Woolfenden,1998-10-21,,0,Ipswich
3586,Marcel Johnen,2002-10-11,,0,Leverkusen
3587,Simon Spari,2002-06-16,,0,St Pauli
3588,Kike Pérez,1997-02-14,,7,Venezia
3589,Álex Petxa,1997-02-06,,0,Ath Bilbao
3590,Andrei Rațiu,1998-06-20,,2,Vallecano
3591,Mourad El Ghezouani,1998-05-27,,0,
3592,Ismaïl Aaneba,1999-05-29,,0,Strasbourg
3593,Edoardo Corvi,2001-03-23,,0,Parma
3594,Lazar Samardžić,2002-02-24,,17,Atalanta
3595,Tyrese Francois,2000-07-16,,0,Fulham
3596,Harry Clarke,2001-03-02,,0,Ipswich
3597,Matt Smith,2000-10-05,,0,Arsenal
3598,Fynn Otto,2002-03-08,,0,Ein Frankfurt
3599,Riccardo Pigozzo,2000-02-26,,0,Venezia
3600,Daniel Elfadli,1997-04-06,,0,
3601,Julian Niehues,2001-04-17,,3,Heidenheim
3602,Michael Tait,2001-01-29,,0,Aston Villa
3603,Mungo Bridge,2000-09-12,,0,Aston Villa
3604,Christian Conteh,1999-08-27,,0,Heidenheim
3605,Fisayo Dele-Bashiru,2001-02-06,,3,Lazio
3606,Jack Spong,2002-02-04,,0,Brighton
3607,Fabio González,1997-02-12,,0,Las Palmas
3608,Oussama El Azzouzi,2001-05-29,,3,Auxerre
3609,Fran Álvarez,1998-01-21,,0,Valladolid
3610,Diego Fuoli,1997-10-20,,0,Almeria
3611,Andrés Martín,1999-07-11,,0,Vallecano
3612,Christian Joel,1999-07-09,,0,Celta
3613,Marc Aguado,2000-02-22,,1,
3614,Armstrong Oko-Flex,2002-03-02,,0,West Ham
3615,Kike Hermoso,1999-08-10,,0,Betis
3616,Sergio Benito,1999-03-23,,0,Valladolid
3617,Dani Escriche,1998-03-24,,1,Huesca
3618,Ignatius Ganago,1999-02-16,,24,Nantes
3619,Cody Drameh,2001-12-08,,0,Leeds
3620,Lucas Buades,1997-12-28,,0,Nimes
3621,Giuseppe Di Serio,2001-07-20,,0,Benevento
3622,Lukasz Poreba,2000-03-13,,0,Lens
3623,Sam Greenwood,2002-01-26,,1,Leeds
3624,Daniel Adshead,2001-09-02,,0,Norwich
3625,Marlon Mustapha,2001-05-24,,0,Mainz
3626,Lee Buchanan,2001-03-07,,1,Werder Bremen
3627,Luke Cundle,2002-04-26,,0,Wolves
3628,Melvin Bard,2000-11-06,,7,Nice
3629,Amine Adli,2000-05-10,,17,Bournemouth
3630,Dan Langley,2000-12-28,,0,Newcastle
3631,Mason Greenwood,2001-10-01,,66,Marseille
3632,Johan Vásquez,1998-10-22,,5,Genoa
3633,Marlon Morgenstern,2001-01-30,,0,Hertha
3634,Amadou Diallo,2003-02-15,,0,Newcastle
3635,Francesco Cusumano,2001-02-06,,0,Cagliari
3636,Patrick Wimmer,2001-05-30,,15,Wolfsburg
3637,Facundo Garcés,1999-09-05,,0,Alaves
3638,Haydon Roberts,2002-05-10,,0,Brighton
3639,Nahuel Tenaglia,1996-02-21,,4,Alaves
3640,Lewis Brunt,2000-11-06,,0,Leicester
3641,Cameron Archer,2001-12-09,,6,Southampton
3642,Jonathan David,2000-01-14,,92,Juventus
3643,Jordan Stevens,2000-03-25,,0,Leeds
3644,Shandon Baptiste,1998-04-08,,2,Brentford
3645,Alexis Mac Allister,1998-12-24,,28,Liverpool
3646,Fabio Ponsi,2001-02-12,,0,Fiorentina
3647,Niccolò Pierozzi,2001-09-12,,1,Fiorentina
3648,Samuele Vianni,2001-07-05,,0,Torino
3649,Abdoul Hate Bane,2001-03-21,,0,Parma
3650,Redi Kasa,2001-09-01,,0,Parma
3651,Pejiño,1996-07-29,,2,Las Palmas
3652,Robbie Gotts,1999-11-09,,0,Leeds
3653,Jamie Shackleton,1999-10-08,,0,Leeds
